Region||Category||Product||Measure||Date||Value
Central||Herbal Tea||Mint||Sales||20120801|| 77.0
Central||Herbal Tea||Mint||Sales||20120901|| 32.0
Central||Herbal Tea||Mint||Sales||20121001|| 15.0
Central||Herbal Tea||Mint||Sales||20121101|| 3.0
Central||Herbal Tea||Mint||Sales||20121201|| 19.0
Central||Tea||Darjeeling||Plan||20120101|| 4.0
Central||Tea||Darjeeling||Plan||20120201|| 89.0
Central||Tea||Darjeeling||Plan||20120301|| 2.0
Central||Tea||Darjeeling||Plan||20120401|| 44.0
Central||Tea||Darjeeling||Plan||20120501|| 43.0
Central||Tea||Darjeeling||Plan||20120601|| 57.0
Central||Tea||Darjeeling||Plan||20120701|| 95.0
Central||Tea||Darjeeling||Plan||20120801|| 77.0
Central||Tea||Darjeeling||Plan||20120901|| 32.0
Central||Tea||Darjeeling||Plan||20121001|| 15.0
Central||Tea||Darjeeling||Plan||20121101|| 3.0
Central||Tea||Darjeeling||Plan||20121201|| 19.0
Central||Tea||Darjeeling||Sales||20120101|| 4.0
Central||Tea||Darjeeling||Sales||20120201|| 89.0
Central||Tea||Darjeeling||Sales||20120301|| 2.0
Central||Tea||Darjeeling||Sales||20120401|| 44.0
Central||Tea||Darjeeling||Sales||20120501|| 43.0
Central||Tea||Darjeeling||Sales||20120601|| 57.0
Central||Tea||Darjeeling||Sales||20120701|| 95.0
Central||Tea||Darjeeling||Sales||20120801|| 77.0
Central||Tea||Darjeeling||Sales||20120901|| 32.0
Central||Tea||Darjeeling||Sales||20121001|| 15.0
Central||Tea||Darjeeling||Sales||20121101|| 3.0
Central||Tea||Darjeeling||Sales||20121201|| 19.0
Central||Tea||Earl Grey||Plan||20120101|| 4.0
Central||Tea||Earl Grey||Plan||20120201|| 89.0
Central||Tea||Earl Grey||Plan||20120301|| 2.0
Central||Tea||Earl Grey||Plan||20120401|| 44.0
Central||Tea||Earl Grey||Plan||20120501|| 43.0
Central||Tea||Earl Grey||Plan||20120601|| 57.0
Central||Tea||Earl Grey||Plan||20120701|| 95.0
Central||Tea||Earl Grey||Plan||20120801|| 77.0
Central||Tea||Earl Grey||Plan||20120901|| 32.0
Central||Tea||Earl Grey||Plan||20121001|| 15.0
Central||Tea||Earl Grey||Plan||20121101|| 3.0
Central||Tea||Earl Grey||Plan||20121201|| 19.0
Central||Tea||Earl Grey||Sales||20120101|| 4.0
Central||Tea||Earl Grey||Sales||20120201|| 89.0
Central||Tea||Earl Grey||Sales||20120301|| 2.0
Central||Tea||Earl Grey||Sales||20120401|| 44.0
Central||Tea||Earl Grey||Sales||20120501|| 43.0
Central||Tea||Earl Grey||Sales||20120601|| 57.0
Central||Tea||Earl Grey||Sales||20120701|| 95.0
Central||Tea||Earl Grey||Sales||20120801|| 77.0
Central||Tea||Earl Grey||Sales||20120901|| 32.0
Central||Tea||Earl Grey||Sales||20121001|| 15.0
Central||Tea||Earl Grey||Sales||20121101|| 3.0
Central||Tea||Earl Grey||Sales||20121201|| 19.0
Central||Tea||Green Tea||Plan||20120101|| 4.0
Central||Tea||Green Tea||Plan||20120201|| 89.0
Central||Tea||Green Tea||Plan||20120301|| 2.0
Central||Tea||Green Tea||Plan||20120401|| 44.0
Central||Tea||Green Tea||Plan||20120501|| 43.0
Central||Tea||Green Tea||Plan||20120601|| 57.0
Central||Tea||Green Tea||Plan||20120701|| 95.0
Central||Tea||Green Tea||Plan||20120801|| 77.0
Central||Tea||Green Tea||Plan||20120901|| 32.0
Central||Tea||Green Tea||Plan||20121001|| 15.0
Central||Tea||Green Tea||Plan||20121101|| 3.0
Central||Tea||Green Tea||Plan||20121201|| 19.0
Central||Tea||Green Tea||Sales||20120101|| 4.0
Central||Tea||Green Tea||Sales||20120201|| 89.0
Central||Tea||Green Tea||Sales||20120301|| 2.0
Central||Tea||Green Tea||Sales||20120401|| 44.0
Central||Tea||Green Tea||Sales||20120501|| 43.0
Central||Tea||Green Tea||Sales||20120601|| 57.0
Central||Tea||Green Tea||Sales||20120701|| 95.0
Central||Tea||Green Tea||Sales||20120801|| 77.0
Central||Tea||Green Tea||Sales||20120901|| 32.0
Central||Tea||Green Tea||Sales||20121001|| 15.0
Central||Tea||Green Tea||Sales||20121101|| 3.0
Central||Tea||Green Tea||Sales||20121201|| 19.0
West||Coffee||Sumatra||Plan||20120101|| 4.0
West||Coffee||Sumatra||Plan||20120201|| 89.0
West||Coffee||Sumatra||Plan||20120301|| 2.0
West||Coffee||Sumatra||Plan||20120401|| 44.0
West||Coffee||Sumatra||Plan||20120501|| 43.0
West||Coffee||Sumatra||Plan||20120601|| 57.0
West||Coffee||Sumatra||Plan||20120701|| 95.0
West||Coffee||Sumatra||Plan||20120801|| 77.0
West||Coffee||Sumatra||Plan||20120901|| 32.0
West||Coffee||Sumatra||Plan||20121001|| 15.0
West||Coffee||Sumatra||Plan||20121101|| 3.0
West||Coffee||Sumatra||Plan||20121201|| 19.0
West||Coffee||Sumatra||Sales||20120101|| 4.0
West||Coffee||Sumatra||Sales||20120201|| 89.0
West||Coffee||Sumatra||Sales||20120301|| 2.0
West||Coffee||Sumatra||Sales||20120401|| 44.0
West||Coffee||Sumatra||Sales||20120501|| 43.0
West||Coffee||Sumatra||Sales||20120601|| 57.0
West||Coffee||Sumatra||Sales||20120701|| 95.0
West||Coffee||Sumatra||Sales||20120801|| 77.0
West||Coffee||Sumatra||Sales||20120901|| 32.0
West||Coffee||Sumatra||Sales||20121001|| 15.0
West||Coffee||Sumatra||Sales||20121101|| 3.0
West||Coffee||Sumatra||Sales||20121201|| 19.0
West||Coffee||French Roast||Plan||20120101|| 4.0
West||Coffee||French Roast||Plan||20120201|| 89.0
West||Coffee||French Roast||Plan||20120301|| 2.0
West||Coffee||French Roast||Plan||20120401|| 44.0
West||Coffee||French Roast||Plan||20120501|| 43.0
West||Coffee||French Roast||Plan||20120601|| 57.0
West||Coffee||French Roast||Plan||20120701|| 95.0
West||Coffee||French Roast||Plan||20120801|| 77.0
West||Coffee||French Roast||Plan||20120901|| 32.0
West||Coffee||French Roast||Plan||20121001|| 15.0
West||Coffee||French Roast||Plan||20121101|| 3.0
West||Coffee||French Roast||Plan||20121201|| 19.0
West||Coffee||French Roast||Sales||20120101|| 4.0
West||Coffee||French Roast||Sales||20120201|| 89.0
West||Coffee||French Roast||Sales||20120301|| 2.0
West||Coffee||French Roast||Sales||20120401|| 44.0
West||Coffee||French Roast||Sales||20120501|| 43.0
West||Coffee||French Roast||Sales||20120601|| 57.0
West||Coffee||French Roast||Sales||20120701|| 95.0
West||Coffee||French Roast||Sales||20120801|| 77.0
West||Coffee||French Roast||Sales||20120901|| 32.0
West||Coffee||French Roast||Sales||20121001|| 15.0
West||Coffee||French Roast||Sales||20121101|| 3.0
West||Coffee||French Roast||Sales||20121201|| 19.0
West||Espresso||Mocha-Java||Plan||20120101|| 4.0
West||Espresso||Mocha-Java||Plan||20120201|| 89.0
West||Espresso||Mocha-Java||Plan||20120301|| 2.0
West||Espresso||Mocha-Java||Plan||20120401|| 44.0
West||Espresso||Mocha-Java||Plan||20120501|| 43.0
West||Espresso||Mocha-Java||Plan||20120601|| 57.0
West||Espresso||Mocha-Java||Plan||20120701|| 95.0
West||Espresso||Mocha-Java||Plan||20120801|| 77.0
West||Espresso||Mocha-Java||Plan||20120901|| 32.0
West||Espresso||Mocha-Java||Plan||20121001|| 15.0
West||Espresso||Mocha-Java||Plan||20121101|| 3.0
West||Espresso||Mocha-Java||Plan||20121201|| 19.0
West||Espresso||Mocha-Java||Sales||20120101|| 4.0
West||Espresso||Mocha-Java||Sales||20120201|| 89.0
West||Espresso||Mocha-Java||Sales||20120301|| 2.0
West||Espresso||Mocha-Java||Sales||20120401|| 44.0
West||Espresso||Mocha-Java||Sales||20120501|| 43.0
West||Espresso||Mocha-Java||Sales||20120601|| 57.0
West||Espresso||Mocha-Java||Sales||20120701|| 95.0
West||Espresso||Mocha-Java||Sales||20120801|| 77.0
West||Espresso||Mocha-Java||Sales||20120901|| 32.0
West||Espresso||Mocha-Java||Sales||20121001|| 15.0
West||Espresso||Mocha-Java||Sales||20121101|| 3.0
West||Espresso||Mocha-Java||Sales||20121201|| 19.0
West||Espresso||Garuda||Plan||20120101|| 4.0
West||Espresso||Garuda||Plan||20120201|| 89.0
West||Espresso||Garuda||Plan||20120301|| 2.0
West||Espresso||Garuda||Plan||20120401|| 44.0
West||Espresso||Garuda||Plan||20120501|| 43.0
West||Espresso||Garuda||Plan||20120601|| 57.0
West||Espresso||Garuda||Plan||20120701|| 95.0
West||Espresso||Garuda||Plan||20120801|| 77.0
West||Espresso||Garuda||Plan||20120901|| 32.0
West||Espresso||Garuda||Plan||20121001|| 15.0
West||Espresso||Garuda||Plan||20121101|| 3.0
West||Espresso||Garuda||Plan||20121201|| 19.0
West||Espresso||Garuda||Sales||20120101|| 4.0
West||Espresso||Garuda||Sales||20120201|| 89.0
West||Espresso||Garuda||Sales||20120301|| 2.0
West||Espresso||Garuda||Sales||20120401|| 44.0
West||Espresso||Garuda||Sales||20120501|| 43.0
West||Espresso||Garuda||Sales||20120601|| 57.0
West||Espresso||Garuda||Sales||20120701|| 95.0
West||Espresso||Garuda||Sales||20120801|| 77.0
West||Espresso||Garuda||Sales||20120901|| 32.0
West||Espresso||Garuda||Sales||20121001|| 15.0
West||Espresso||Garuda||Sales||20121101|| 3.0
West||Espresso||Garuda||Sales||20121201|| 19.0
West||Espresso||Italian Roast||Plan||20120101|| 4.0
West||Espresso||Italian Roast||Plan||20120201|| 89.0
West||Espresso||Italian Roast||Plan||20120301|| 2.0
West||Espresso||Italian Roast||Plan||20120401|| 44.0
West||Espresso||Italian Roast||Plan||20120501|| 43.0
West||Espresso||Italian Roast||Plan||20120601|| 57.0
West||Espresso||Italian Roast||Plan||20120701|| 95.0
West||Espresso||Italian Roast||Plan||20120801|| 77.0
West||Espresso||Italian Roast||Plan||20120901|| 32.0
West||Espresso||Italian Roast||Plan||20121001|| 15.0
West||Espresso||Italian Roast||Plan||20121101|| 3.0
West||Espresso||Italian Roast||Plan||20121201|| 19.0
West||Espresso||Italian Roast||Sales||20120101|| 4.0
West||Espresso||Italian Roast||Sales||20120201|| 89.0
West||Espresso||Italian Roast||Sales||20120301|| 2.0
West||Espresso||Italian Roast||Sales||20120401|| 44.0
West||Espresso||Italian Roast||Sales||20120501|| 43.0
West||Espresso||Italian Roast||Sales||20120601|| 57.0
West||Espresso||Italian Roast||Sales||20120701|| 95.0
West||Espresso||Italian Roast||Sales||20120801|| 77.0
West||Espresso||Italian Roast||Sales||20120901|| 32.0
West||Espresso||Italian Roast||Sales||20121001|| 15.0
West||Espresso||Italian Roast||Sales||20121101|| 3.0
West||Espresso||Italian Roast||Sales||20121201|| 19.0
West||Espresso||Arabian||Plan||20120101|| 4.0
West||Espresso||Arabian||Plan||20120201|| 89.0
West||Espresso||Arabian||Plan||20120301|| 2.0
West||Espresso||Arabian||Plan||20120401|| 44.0
West||Espresso||Arabian||Plan||20120501|| 43.0
West||Espresso||Arabian||Plan||20120601|| 57.0
West||Espresso||Arabian||Plan||20120701|| 95.0
West||Espresso||Arabian||Plan||20120801|| 77.0
West||Espresso||Arabian||Plan||20120901|| 32.0
West||Espresso||Arabian||Plan||20121001|| 15.0
West||Espresso||Arabian||Plan||20121101|| 3.0
West||Espresso||Arabian||Plan||20121201|| 19.0
West||Espresso||Arabian||Sales||20120101|| 4.0
West||Espresso||Arabian||Sales||20120201|| 89.0
West||Espresso||Arabian||Sales||20120301|| 2.0
West||Espresso||Arabian||Sales||20120401|| 44.0
West||Espresso||Arabian||Sales||20120501|| 43.0
West||Espresso||Arabian||Sales||20120601|| 57.0
West||Espresso||Arabian||Sales||20120701|| 95.0
West||Espresso||Arabian||Sales||20120801|| 77.0
West||Espresso||Arabian||Sales||20120901|| 32.0
West||Espresso||Arabian||Sales||20121001|| 15.0
West||Espresso||Arabian||Sales||20121101|| 3.0
West||Espresso||Arabian||Sales||20121201|| 19.0
West||Herbal Tea||Lemon||Plan||20120101|| 4.0
West||Herbal Tea||Lemon||Plan||20120201|| 89.0
West||Herbal Tea||Lemon||Plan||20120301|| 2.0
West||Herbal Tea||Lemon||Plan||20120401|| 44.0
West||Herbal Tea||Lemon||Plan||20120501|| 43.0
West||Herbal Tea||Lemon||Plan||20120601|| 57.0
West||Herbal Tea||Lemon||Plan||20120701|| 95.0
West||Herbal Tea||Lemon||Plan||20120801|| 77.0
West||Herbal Tea||Lemon||Plan||20120901|| 32.0
West||Herbal Tea||Lemon||Plan||20121001|| 15.0
West||Herbal Tea||Lemon||Plan||20121101|| 3.0
West||Herbal Tea||Lemon||Plan||20121201|| 19.0
West||Herbal Tea||Lemon||Sales||20120101|| 4.0
West||Herbal Tea||Lemon||Sales||20120201|| 89.0
West||Herbal Tea||Lemon||Sales||20120301|| 2.0
West||Herbal Tea||Lemon||Sales||20120401|| 44.0
West||Herbal Tea||Lemon||Sales||20120501|| 43.0
West||Herbal Tea||Lemon||Sales||20120601|| 57.0
West||Herbal Tea||Lemon||Sales||20120701|| 95.0
West||Herbal Tea||Lemon||Sales||20120801|| 77.0
West||Herbal Tea||Lemon||Sales||20120901|| 32.0
West||Herbal Tea||Lemon||Sales||20121001|| 15.0
West||Herbal Tea||Lemon||Sales||20121101|| 3.0
West||Herbal Tea||Lemon||Sales||20121201|| 19.0
West||Herbal Tea||Charmomile||Plan||20120101|| 4.0
West||Herbal Tea||Charmomile||Plan||20120201|| 89.0
West||Herbal Tea||Charmomile||Plan||20120301|| 2.0
West||Herbal Tea||Charmomile||Plan||20120401|| 44.0
West||Herbal Tea||Charmomile||Plan||20120501|| 43.0
West||Herbal Tea||Charmomile||Plan||20120601|| 57.0
West||Herbal Tea||Charmomile||Plan||20120701|| 95.0
West||Herbal Tea||Charmomile||Plan||20120801|| 77.0
West||Herbal Tea||Charmomile||Plan||20120901|| 32.0
West||Herbal Tea||Charmomile||Plan||20121001|| 15.0
West||Herbal Tea||Charmomile||Plan||20121101|| 3.0
West||Herbal Tea||Charmomile||Plan||20121201|| 19.0
West||Herbal Tea||Charmomile||Sales||20120101|| 4.0
West||Herbal Tea||Charmomile||Sales||20120201|| 89.0
West||Herbal Tea||Charmomile||Sales||20120301|| 2.0
West||Herbal Tea||Charmomile||Sales||20120401|| 44.0
West||Herbal Tea||Charmomile||Sales||20120501|| 43.0
West||Herbal Tea||Charmomile||Sales||20120601|| 57.0
West||Herbal Tea||Charmomile||Sales||20120701|| 95.0
West||Herbal Tea||Charmomile||Sales||20120801|| 77.0
West||Herbal Tea||Charmomile||Sales||20120901|| 32.0
West||Herbal Tea||Charmomile||Sales||20121001|| 15.0
West||Herbal Tea||Charmomile||Sales||20121101|| 3.0
West||Herbal Tea||Charmomile||Sales||20121201|| 19.0
West||Herbal Tea||Mint||Plan||20120101|| 4.0
West||Herbal Tea||Mint||Plan||20120201|| 89.0
West||Herbal Tea||Mint||Plan||20120301|| 2.0
West||Herbal Tea||Mint||Plan||20120401|| 44.0
West||Herbal Tea||Mint||Plan||20120501|| 43.0
West||Herbal Tea||Mint||Plan||20120601|| 57.0
West||Herbal Tea||Mint||Plan||20120701|| 95.0
West||Herbal Tea||Mint||Plan||20120801|| 77.0
West||Herbal Tea||Mint||Plan||20120901|| 32.0
West||Herbal Tea||Mint||Plan||20121001|| 15.0
West||Herbal Tea||Mint||Plan||20121101|| 3.0
West||Herbal Tea||Mint||Plan||20121201|| 19.0
West||Herbal Tea||Mint||Sales||20120101|| 4.0
West||Herbal Tea||Mint||Sales||20120201|| 89.0
West||Herbal Tea||Mint||Sales||20120301|| 2.0
West||Herbal Tea||Mint||Sales||20120401|| 44.0
West||Herbal Tea||Mint||Sales||20120501|| 43.0
West||Herbal Tea||Mint||Sales||20120601|| 57.0
West||Herbal Tea||Mint||Sales||20120701|| 95.0
West||Herbal Tea||Mint||Sales||20120801|| 77.0
West||Herbal Tea||Mint||Sales||20120901|| 32.0
West||Herbal Tea||Mint||Sales||20121001|| 15.0
West||Herbal Tea||Mint||Sales||20121101|| 3.0
West||Herbal Tea||Mint||Sales||20121201|| 19.0
West||Tea||Darjeeling||Plan||20120101|| 4.0
West||Tea||Darjeeling||Plan||20120201|| 89.0
West||Tea||Darjeeling||Plan||20120301|| 2.0
West||Tea||Darjeeling||Plan||20120401|| 44.0
West||Tea||Darjeeling||Plan||20120501|| 43.0
West||Tea||Darjeeling||Plan||20120601|| 57.0
West||Tea||Darjeeling||Plan||20120701|| 95.0
West||Tea||Darjeeling||Plan||20120801|| 77.0
West||Tea||Darjeeling||Plan||20120901|| 32.0
West||Tea||Darjeeling||Plan||20121001|| 15.0
West||Tea||Darjeeling||Plan||20121101|| 3.0
West||Tea||Darjeeling||Plan||20121201|| 19.0
West||Tea||Darjeeling||Sales||20120101|| 4.0
West||Tea||Darjeeling||Sales||20120201|| 89.0
West||Tea||Darjeeling||Sales||20120301|| 2.0
West||Tea||Darjeeling||Sales||20120401|| 44.0
West||Tea||Darjeeling||Sales||20120501|| 43.0
West||Tea||Darjeeling||Sales||20120601|| 57.0
West||Tea||Darjeeling||Sales||20120701|| 95.0
West||Tea||Darjeeling||Sales||20120801|| 77.0
West||Tea||Darjeeling||Sales||20120901|| 32.0
West||Tea||Darjeeling||Sales||20121001|| 15.0
West||Tea||Darjeeling||Sales||20121101|| 3.0
West||Tea||Darjeeling||Sales||20121201|| 19.0
West||Tea||Earl Grey||Plan||20120101|| 4.0
West||Tea||Earl Grey||Plan||20120201|| 89.0
West||Tea||Earl Grey||Plan||20120301|| 2.0
West||Tea||Earl Grey||Plan||20120401|| 44.0
West||Tea||Earl Grey||Plan||20120501|| 43.0
West||Tea||Earl Grey||Plan||20120601|| 57.0
West||Tea||Earl Grey||Plan||20120701|| 95.0
West||Tea||Earl Grey||Plan||20120801|| 77.0
West||Tea||Earl Grey||Plan||20120901|| 32.0
West||Tea||Earl Grey||Plan||20121001|| 15.0
West||Tea||Earl Grey||Plan||20121101|| 3.0
West||Tea||Earl Grey||Plan||20121201|| 19.0
West||Tea||Earl Grey||Sales||20120101|| 4.0
West||Tea||Earl Grey||Sales||20120201|| 89.0
West||Tea||Earl Grey||Sales||20120301|| 2.0
West||Tea||Earl Grey||Sales||20120401|| 44.0
West||Tea||Earl Grey||Sales||20120501|| 43.0
West||Tea||Earl Grey||Sales||20120601|| 57.0
West||Tea||Earl Grey||Sales||20120701|| 95.0
West||Tea||Earl Grey||Sales||20120801|| 77.0
West||Tea||Earl Grey||Sales||20120901|| 32.0
West||Tea||Earl Grey||Sales||20121001|| 15.0
West||Tea||Earl Grey||Sales||20121101|| 3.0
West||Tea||Earl Grey||Sales||20121201|| 19.0
West||Tea||Green Tea||Plan||20120101|| 4.0
West||Tea||Green Tea||Plan||20120201|| 89.0
West||Tea||Green Tea||Plan||20120301|| 2.0
West||Tea||Green Tea||Plan||20120401|| 44.0
West||Tea||Green Tea||Plan||20120501|| 43.0
West||Tea||Green Tea||Plan||20120601|| 57.0
West||Tea||Green Tea||Plan||20120701|| 95.0
West||Tea||Green Tea||Plan||20120801|| 77.0
West||Tea||Green Tea||Plan||20120901|| 32.0
West||Tea||Green Tea||Plan||20121001|| 15.0
West||Tea||Green Tea||Plan||20121101|| 3.0
West||Tea||Green Tea||Plan||20121201|| 19.0
West||Tea||Green Tea||Sales||20120101|| 4.0
West||Tea||Green Tea||Sales||20120201|| 89.0
West||Tea||Green Tea||Sales||20120301|| 2.0
West||Tea||Green Tea||Sales||20120401|| 44.0
West||Tea||Green Tea||Sales||20120501|| 43.0
West||Tea||Green Tea||Sales||20120601|| 57.0
West||Tea||Green Tea||Sales||20120701|| 95.0
West||Tea||Green Tea||Sales||20120801|| 77.0
West||Tea||Green Tea||Sales||20120901|| 32.0
West||Tea||Green Tea||Sales||20121001|| 15.0
West||Tea||Green Tea||Sales||20121101|| 3.0
West||Tea||Green Tea||Sales||20121201|| 19.0
